target,value,source,AVERAGE_ANNUAL_PAY
DELOITTE CONSULTING LLP,15,SAN FRANCISCO COUNTY,185000
DELOITTE CONSULTING LLP,15,SAN FRANCISCO COUNTY,185000
DELOITTE CONSULTING LLP,15,SAN FRANCISCO COUNTY,185000
DELOITTE CONSULTING LLP,15,SAN FRANCISCO COUNTY,185000
DELOITTE CONSULTING LLP,15,SAN FRANCISCO COUNTY,185000
DELOITTE CONSULTING LLP,15,SAN FRANCISCO COUNTY,185000
DELOITTE CONSULTING LLP,15,SAN FRANCISCO COUNTY,185000
DELOITTE CONSULTING LLP,15,SAN FRANCISCO COUNTY,193000
DELOITTE CONSULTING LLP,15,SAN FRANCISCO COUNTY,193000
DELOITTE CONSULTING LLP,15,SAN FRANCISCO COUNTY,193000
DELOITTE CONSULTING LLP,15,SAN FRANCISCO COUNTY,193000
DELOITTE CONSULTING LLP,15,SAN FRANCISCO COUNTY,193000
DELOITTE CONSULTING LLP,15,SAN FRANCISCO COUNTY,193000
DELOITTE CONSULTING LLP,15,SAN FRANCISCO COUNTY,193000
DELOITTE CONSULTING LLP,15,SAN FRANCISCO COUNTY,227000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,72400
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,49500
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,71700
DELOITTE TAX LLP,15,SAN FRANCISCO COUNTY,76000
DELOITTE TAX LLP,15,SAN FRANCISCO COUNTY,86500
DELOITTE &AMP; TOUCHE LLP,15,SAN FRANCISCO COUNTY,69600
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,68266
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,136710
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,56181
DELOITTE TAX LLP,15,SAN FRANCISCO COUNTY,71261
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,94000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,80000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,54000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,86341
DELOITTE &AMP; TOUCHE LLP,15,SAN FRANCISCO COUNTY,61700
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,72800
DELOITTE &AMP; TOUCHE LLP,15,SAN FRANCISCO COUNTY,60000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,63100
DELOITTE &AMP; TOUCHE LLP,15,SAN FRANCISCO COUNTY,60000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,60000
DELOITTE &AMP; TOUCHE LLP,15,SAN FRANCISCO COUNTY,54000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,73400
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,60000
DELOITTE &AMP; TOUCHE LLP,15,SAN FRANCISCO COUNTY,54000
DELOITTE &AMP; TOUCHE LLP,15,SAN FRANCISCO COUNTY,54000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,94000
DELOITTE &AMP; TOUCHE LLP,15,SAN FRANCISCO COUNTY,86341
DELOITTE &AMP; TOUCHE LLP,15,SAN FRANCISCO COUNTY,70000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,54000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,64400
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,60000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,68266
DELOITTE TAX LLP,15,SAN FRANCISCO COUNTY,71261
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,54000
DELOITTE &AMP; TOUCHE LLP,15,SAN FRANCISCO COUNTY,60000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,54000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,64400
DELOITTE &AMP; TOUCHE LLP,15,SAN FRANCISCO COUNTY,60000
PWC STRATEGY& (US) INC.,15,SAN FRANCISCO COUNTY,135000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,90600
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,60000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,60000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,56181
DELOITTE TAX LLP,15,SAN FRANCISCO COUNTY,58000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,68266
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,54000
DELOITTE TAX LLP,15,SAN FRANCISCO COUNTY,61000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,79300
DELOITTE TAX LLP,15,SAN FRANCISCO COUNTY,67500
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,70000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,56181
DELOITTE TAX LLP,15,SAN FRANCISCO COUNTY,56181
DELOITTE TAX LLP,15,SAN FRANCISCO COUNTY,61000
DELOITTE TAX LLP,15,SAN FRANCISCO COUNTY,61000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,103730
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,64000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,64400
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,74000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,97000
DELOITTE TAX LLP,15,SAN FRANCISCO COUNTY,56181
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,69400
DELOITTE TAX LLP,15,SAN FRANCISCO COUNTY,57000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,69400
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,69400
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,86341
DELOITTE TAX LLP,15,SAN FRANCISCO COUNTY,61000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,64400
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,60000
DELOITTE TAX LLP,15,SAN FRANCISCO COUNTY,60400
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,69400
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,76600
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,87838
DELOITTE TAX LLP,15,SAN FRANCISCO COUNTY,57304
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,57304
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,70000
"FUJITSU AMERICA, INC.",15,SAN FRANCISCO COUNTY,99939
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,80000
DELOITTE & TOUCHE LLP,15,SAN FRANCISCO COUNTY,60000
DELOITTE CONSULTING LLP,15,SAN FRANCISCO COUNTY,129000
DELOITTE CONSULTING LLP,15,SAN FRANCISCO COUNTY,143000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,153000
DELOITTE CONSULTING LLP,15,SAN MATEO COUNTY,80523
DELOITTE CONSULTING LLP,15,SAN MATEO COUNTY,96382
DELOITTE CONSULTING LLP,15,SAN MATEO COUNTY,96000
DELOITTE CONSULTING LLP,15,SAN MATEO COUNTY,96382
DELOITTE CONSULTING LLP,15,SAN MATEO COUNTY,104500
DELOITTE CONSULTING LLP,15,SAN MATEO COUNTY,104500
DELOITTE CONSULTING LLP,15,SAN MATEO COUNTY,119000
DELOITTE CONSULTING LLP,15,SAN MATEO COUNTY,129003
DELOITTE CONSULTING LLP,15,SAN MATEO COUNTY,143000
DELOITTE CONSULTING LLP,15,SAN MATEO COUNTY,138750
DELOITTE CONSULTING LLP,15,SAN MATEO COUNTY,153000
DELOITTE CONSULTING LLP,15,SAN MATEO COUNTY,193000
DELOITTE & TOUCHE LLP,15,SAN MATEO COUNTY,56181
DELOITTE & TOUCHE LLP,15,SAN MATEO COUNTY,56181
DELOITTE & TOUCHE LLP,15,SAN MATEO COUNTY,56181
DELOITTE & TOUCHE LLP,15,SAN MATEO COUNTY,134100
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,161202
"MCKINSEY & COMPANY, INC. UNITED STATES",15,SANTA CLARA COUNTY,111415
"JUNIPER NETWORKS (US), INC.",15,SANTA CLARA COUNTY,172068
"JUNIPER NETWORKS (US), INC.",15,SANTA CLARA COUNTY,168553
"JUNIPER NETWORKS, INC.",15,SANTA CLARA COUNTY,168719
"MCKINSEY & COMPANY, INC. UNITED STATES",15,SANTA CLARA COUNTY,213710
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,79000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,79000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,79000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,80523
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,79000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,79000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,79000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,79000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,79000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,78801
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,81895
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,81895
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,87000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,81895
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,81895
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,81895
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,81895
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,99128
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,104244
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,89250
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,104245
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,89250
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,89250
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,96000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,89250
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,96000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,89250
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,96000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,96000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,104244
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,89250
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,89250
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,89250
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,104244
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,96000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,96000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,99127
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,104244
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,89250
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,104244
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,105139
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,96000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,89903
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,96000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,96000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,105139
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,96000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,96000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,104471
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,105245
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,106521
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,98500
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,103625
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,97000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,97000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,107000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,104500
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,107000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,104500
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,104500
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,104500
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,107000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,104500
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,107000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,107000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,107000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,107000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,104500
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,104500
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,108467
"RUBRIK, INC.",15,SANTA CLARA COUNTY,120000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,121000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,121161
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,121000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,129000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,124580
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136627
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,119000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,129000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,119000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,119000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136627
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,119000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,123500
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136627
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,119000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,124580
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,119000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,129000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,129000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136627
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136627
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136627
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,129000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,133881
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,119000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,119000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136627
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,129000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136618
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,133882
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,124580
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,119000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,119000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,124715
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,128350
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,129000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,129000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,129000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136627
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,129000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,121661
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,128818
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,129000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136627
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136627
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136627
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,129000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,129000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136627
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,133881
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,121661
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136627
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,121661
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136627
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,129000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136627
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136627
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136627
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,121661
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,136627
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,123575
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,138675
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,138675
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,129000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,123575
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,138675
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,129000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,138675
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,123730
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,138675
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,126050
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,129000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,127501
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,143000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,143000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,135543
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,143000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,143000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,143000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,143000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,135543
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,143000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,143000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,143000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,135543
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,135543
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,143000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,143000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,143000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,143000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,135543
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,135127
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,135928
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,152400
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,153000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,153000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,158019
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,158019
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,153000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,153000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,158019
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,158020
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,153000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,158019
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,153000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,138750
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,158019
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,153000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,158020
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,153000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,138750
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,158019
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,153000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,153000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,158019
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,158019
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,153000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,158019
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,158019
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,153000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,161202
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,161202
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,153000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,153000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,163190
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,153000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,170739
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,161000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,161000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,161000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,185000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,185000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,185000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,185000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,173182
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,185000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,185000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,185000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,182550
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,185000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,185000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,185000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,178000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,193000
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,193000
"JUNIPER NETWORKS (US), INC.",15,SANTA CLARA COUNTY,172060
"JUNIPER NETWORKS, INC.",15,SANTA CLARA COUNTY,168711
DELOITTE CONSULTING LLP,15,SANTA CLARA COUNTY,232000
DELOITTE & TOUCHE LLP,15,SANTA CLARA COUNTY,57700
DELOITTE TAX LLP,15,SANTA CLARA COUNTY,133000
DELOITTE & TOUCHE LLP,15,SANTA CLARA COUNTY,56200
DELOITTE & TOUCHE LLP,15,SANTA CLARA COUNTY,55000
DELOITTE & TOUCHE LLP,15,SANTA CLARA COUNTY,67900
DELOITTE & TOUCHE LLP,15,SANTA CLARA COUNTY,117100
DELOITTE TAX LLP,15,SANTA CLARA COUNTY,90000
DELOITTE TAX LLP,15,SANTA CLARA COUNTY,87500
